project_key,branch_id,project_leader,project_coordinator,project_type,status,source
109183,1-10,Jerome Carney,Lisa Thomas,Transportation,Inactive,RFP
109184,1-20,Robert White,Sarah Roberson,Infrastructure / Engineering,Inactive,Sole Source
109185,1-20,Robert White,Sarah Roberson,Infrastructure / Engineering,Inactive,Sole Source
109186,1-20,Patricia Garcia,James Flores,Water & Wastewater,Inactive,Unknown
109187,1-20,Patricia Garcia,James Flores,Water & Wastewater,Inactive,Unknown
109188,1-40,Tracy Young,Yvette Henderson,Planning,Inactive,Sole Source
109189,1-40,Tracy Young,Yvette Henderson,Planning,Inactive,Sole Source
109190,1-40,Jonathan Hill,Yvette Henderson,Land Development,Inactive,Sole Source
109191,1-40,Steven Rojas,Ashley Black,Landscape Architecture,Active,RFP
109192,1-40,Steven Rojas,Carol Ferrell,Landscape Architecture,Inactive,Sole Source
109193,1-00,Michael Crawford,Aaron Price,General Services,Active,Unknown
109194,1-20,Thomas Ball,Sarah Roberson,Planning,Inactive,Unknown
109195,1-20,Thomas Ball,Sarah Roberson,Planning,Inactive,Unknown
109196,1-00,Michael Crawford,Aaron Price,General Services,Active,Unknown
109197,1-40,Andrew Stevenson,Carol Ferrell,Planning,Active,Sole Source
109198,1-10,George Holden,Tristan Hunter,Transportation,Inactive,RFP
109199,1-10,George Holden,Tristan Hunter,Transportation,Inactive,RFP
109200,1-10,George Holden,Tristan Hunter,Transportation,Inactive,RFP
109201,1-00,Dawn Haas,Jeffrey Sanchez,General Services,Active,Sole Source
109202,1-20,Barbara Carter,Mark Livingston,Infrastructure / Engineering,Inactive,RFP
109203,1-70,Eric Evans,Joseph Johnson,Stormwater,Active,Sole Source
109204,1-00,Dawn Haas,Justin Jennings,General Services,Active,Sole Source
109205,1-00,Dawn Haas,Justin Jennings,General Services,Active,Sole Source
109206,1-00,Dawn Haas,Justin Jennings,General Services,Active,Sole Source
109207,1-00,Dawn Haas,Justin Jennings,General Services,Active,Sole Source
109208,1-20,Vanessa Gray,Mark Livingston,Infrastructure / Engineering,Inactive,RFP
109209,3-40,Lucas Scott,Yvette Henderson,Land Development,Inactive,Sole Source
109210,3-40,Lucas Scott,Yvette Henderson,Land Development,Inactive,Sole Source
109211,1-40,Danielle Martinez,Lori Lopez,Planning,Inactive,Sole Source
109212,1-00,Dawn Haas,Justin Jennings,General Services,Active,Sole Source
109213,1-00,Dawn Haas,Justin Jennings,General Services,Active,Sole Source
109214,1-40,Timothy Anderson,Benjamin Elliott,Land Development,Inactive,Sole Source
109215,1-40,Frederick Brewer,Benjamin Elliott,Stormwater,Inactive,Sole Source
109216,1-20,Robert White,Sarah Roberson,General Services,Inactive,Sole Source
109217,1-70,Dana Davis,Mrs. Sara Li,Economic Development,Inactive,Sole Source
109218,1-40,Eric Evans,Yvette Henderson,Water & Wastewater,Inactive,Sole Source
109219,1-10,Randall Smith,Nicolas Hobbs,Infrastructure / Engineering,Inactive,Sole Source
109220,1-70,Louis Johnson,Jason Jackson,Energy,Active,Sole Source
109221,1-30,Kellie Smith,Michael Vasquez,Land Development,Inactive,RFP
109222,1-20,Jaclyn Thomas,Zachary Johnson,General Services,Inactive,Sole Source
109223,1-20,Jaclyn Thomas,Zachary Johnson,General Services,Inactive,Sole Source
109224,1-20,Jaclyn Thomas,Zachary Johnson,General Services,Inactive,RFP
109225,1-30,Kellie Smith,Lisa Soto,Economic Development,Inactive,Sole Source
109226,1-40,Steven Rojas,Yvette Henderson,Landscape Architecture,Inactive,Sole Source
109227,1-40,Aaron Sosa,Yvette Henderson,Land Development,Inactive,Sole Source
109228,1-40,Caleb Mills,Yvette Henderson,Planning,Inactive,Sole Source
109229,1-30,Mark Miller,Lisa Soto,Planning,Inactive,Sole Source
109230,1-30,Mark Miller,Lisa Soto,Planning,Inactive,Sole Source
109231,1-20,Thomas Williams,Zachary Johnson,Planning,Inactive,Sole Source
109232,1-35,William Shah,Jessica Key,Economic Development,Active,Sole Source
109233,1-40,Michelle George,Denise Lane,Strategic Services,Inactive,Sole Source
109234,1-70,Jennifer Mora,Unknown,Unknown,Inactive,Unknown
109235,1-40,Caleb Mills,Carol Ferrell,Land Development,Inactive,RFP
109236,1-20,Calvin Buckley,Zachary Johnson,Planning,Inactive,Sole Source
109237,3-40,Teresa Wallace,Carol Ferrell,Survey - Legal,Active,Sole Source
109238,3-40,Teresa Wallace,Carol Ferrell,Survey - Legal,Active,Sole Source
109239,1-10,Christopher Williams,Michael Holloway,Asset Management,Inactive,RFP
109240,1-10,Christopher Williams,Michael Holloway,Asset Management,Inactive,RFP
109241,1-70,Dana Davis,Kelly Parsons,Economic Development,Inactive,Unknown
109242,1-40,Caleb Mills,Carol Ferrell,Planning,Inactive,Sole Source
109243,1-40,Caleb Mills,Carol Ferrell,Planning,Inactive,Sole Source
109244,1-30,Mark Miller,Mrs. Sara Li,Planning,Inactive,Sole Source
109245,1-60,Joshua Diaz,Renee Collins,Urban Matters,Inactive,Sole Source
109246,1-40,Jonathan Hill,Yvette Henderson,Land Development,Inactive,Sole Source
109247,1-40,Jonathan Hill,Yvette Henderson,Land Development,Inactive,Sole Source
109248,1-40,Jonathan Hill,Denise Lane,Land Development,Inactive,Sole Source
109249,1-40,Jonathan Hill,Yvette Henderson,Land Development,Inactive,Sole Source
109250,1-40,Jonathan Hill,Yvette Henderson,Land Development,Inactive,Sole Source
109251,1-30,Melanie Yoder,Yvette Henderson,Inspection,Inactive,Sole Source
109252,1-20,Julie Smith,Mark Livingston,Planning,Inactive,RFP
109253,1-20,Teresa Mayer,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
109254,1-20,Teresa Mayer,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
109255,1-20,Julie Smith,Rachel Jenkins,Planning,Inactive,Sole Source
109256,1-40,Deborah Le,Yvette Henderson,Transportation,Inactive,Sole Source
109257,1-60,Joshua Diaz,Andrew Cochran,Asset Management,Inactive,Sole Source
109258,1-30,Mark Miller,Mrs. Sara Li,Planning,Inactive,Sole Source
109259,1-20,Patricia Garcia,James Flores,Water & Wastewater,Inactive,Unknown
109260,1-20,Patricia Garcia,Mark Livingston,Landscape Architecture,Active,RFP
109261,1-20,Patricia Garcia,Mark Livingston,Environmental,Inactive,Sole Source
109262,1-20,Patricia Garcia,Mark Livingston,Environmental,Inactive,Sole Source
109263,1-20,Patricia Garcia,James Flores,Water & Wastewater,Active,Sole Source
109264,1-20,Patricia Garcia,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
109265,1-20,Patricia Garcia,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
109266,1-20,Patricia Garcia,Mark Livingston,Infrastructure / Engineering,Inactive,Sole Source
109267,1-00,Terry Sullivan,Katrina Walsh,Urban Matters,Active,Sole Source
109268,1-00,Terry Sullivan,Katrina Walsh,Urban Matters,Active,Sole Source
109269,1-00,Terry Sullivan,Katrina Walsh,Urban Matters,Active,Sole Source
109270,1-30,Melanie Yoder,Yvette Henderson,Land Development,Inactive,RFP
109271,1-40,Julie Taylor MD,Gregory Newman,Land Development,Inactive,Sole Source
109272,3-40,Lucas Scott,Denise Lane,Survey - Legal,Active,Sole Source
109273,1-40,Julie Evans,Ashley Black,Land Development,Inactive,Sole Source
109274,1-10,Richard Price,Unknown,Unknown,Inactive,Unknown
109275,1-70,Louis Johnson,Christine Rubio,Energy,Inactive,Sole Source
109276,1-70,Louis Johnson,Christine Rubio,Energy,Inactive,Sole Source
109277,1-70,Louis Johnson,Christine Rubio,Planning,Inactive,RFP
109278,1-20,Julie Smith,Yolanda Delgado,Planning,Inactive,Sole Source
109279,1-30,Jackson Dudley,Michael Vasquez,Planning,Inactive,RFP
109280,1-20,Teresa Mayer,Zachary Johnson,General Services,Inactive,Sole Source
109281,1-10,Charles Anderson,Unknown,Unknown,Inactive,Unknown
109282,1-20,Teresa Mayer,Zachary Johnson,General Services,Inactive,Sole Source
109283,1-20,Tracy Hardy,Mark Livingston,Survey - Construction,Inactive,Sole Source
109284,1-20,Tracy Hardy,Mark Livingston,Survey - Construction,Inactive,Sole Source
109285,1-20,Michael Jarvis,Zachary Johnson,General Services,Inactive,Sole Source
109286,1-61,Brittney Banks,Sarah Frank,General Services,Active,RFP
109287,1-61,Brittney Banks,Sarah Frank,General Services,Active,RFP
109288,1-61,Brittney Banks,Sarah Frank,General Services,Active,RFP
109289,1-40,Melissa Maldonado,Denise Lane,Land Development,Inactive,Sole Source
109290,1-40,Caleb Mills,Yvette Henderson,Planning,Inactive,Sole Source
109291,1-60,Marc Page,Dennis Francis,Water & Wastewater,Inactive,Unknown
109292,1-20,Randy Baker,Yolanda Delgado,Asset Management,Inactive,RFP
109293,1-20,Randy Baker,Yolanda Delgado,Asset Management,Inactive,RFP
109294,1-20,Joshua Cardenas,Sarah Roberson,Integrated Design,Active,Sole Source
109295,1-20,Rachel Lawrence,Sarah Roberson,Land Development,Inactive,Sole Source
109296,1-20,Kelly Smith,Mark Livingston,Stormwater,Inactive,Sole Source
109297,1-20,Kelly Smith,Mark Livingston,Stormwater,Inactive,Sole Source
109298,1-20,Kelly Smith,Mark Livingston,Stormwater,Inactive,Sole Source
109299,1-20,Austin Alexander DDS,Yolanda Delgado,Land Development,Inactive,Sole Source
109300,1-30,Mark Miller,Mrs. Sara Li,Planning,Inactive,RFP
109301,1-70,Sarah Austin,Unknown,Unknown,Inactive,Unknown
109302,1-35,Alyssa Marquez,Jessica Key,Planning,Inactive,Sole Source
109303,1-30,Kimberly Barrett,Mrs. Sara Li,Asset Management,Inactive,Sole Source
109304,1-35,William Shah,Jessica Hardy,Economic Development,Inactive,Sole Source
109305,1-35,Lisa Shah,Jessica Hardy,Planning,Inactive,RFP
109306,1-40,Michelle George,Denise Lane,Planning,Inactive,Sole Source
109307,1-40,Christopher Parker,Yvette Henderson,Planning,Inactive,Sole Source
109308,1-40,Christopher Parker,Yvette Henderson,Planning,Inactive,Sole Source
109309,1-20,Kathleen Garcia,James Flores,Water & Wastewater,Inactive,Sole Source
109310,1-70,Sean Rogers,Christine Rubio,Planning,Inactive,Sole Source
109311,1-70,Sean Rogers,Christine Rubio,Planning,Inactive,Sole Source
109312,3-40,John Edwards,Denise Lane,Survey - Legal,Inactive,Sole Source
109313,3-40,John Edwards,Denise Lane,Survey - Legal,Inactive,Sole Source
109314,1-20,Randy Baker,Yolanda Delgado,Asset Management,Active,RFP
109315,1-20,Randy Baker,Yolanda Delgado,Asset Management,Active,RFP
109316,1-20,Kelly Smith,James Flores,Infrastructure / Engineering,Inactive,Sole Source
109317,1-00,Dawn Haas,Justin Jennings,General Services,Active,Sole Source
109318,1-40,Kelly Lopez,Yvette Henderson,Land Development,Inactive,Sole Source
109319,1-40,Kelly Lopez,Yvette Henderson,Land Development,Inactive,Sole Source
109320,1-40,Courtney Morrow,Yvette Henderson,Transportation,Inactive,Sole Source
109321,1-61,Ashley Bush DDS,Andrew Cochran,Economic Development,Inactive,Sole Source
109322,1-60,Joshua Diaz,Jason Ford,Unknown,Inactive,Sole Source
109323,1-60,Joshua Diaz,Jason Ford,Unknown,Inactive,Sole Source
109324,1-00,Amanda Flores,Timothy Herrera,General Services,Active,Sole Source
109325,1-00,Amanda Flores,Timothy Herrera,General Services,Active,Sole Source
109326,1-00,Amanda Flores,Timothy Herrera,General Services,Active,Sole Source
109327,,Joann Klein,Joann Klein,,Active,
109328,1-00,Amanda Flores,Timothy Herrera,General Services,Active,Sole Source
109329,1-00,Amanda Flores,Timothy Herrera,General Services,Active,Sole Source
109330,1-70,Michael Neal,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109331,1-60,Brett Lopez,Unknown,Unknown,Inactive,Unknown
109332,1-70,Jonathan Mckinney,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109333,1-70,Dana Davis,Kim Robertson,Planning,Active,Sole Source
109334,1-70,Kevin Mitchell,Joseph Johnson,Land Development,Inactive,Sole Source
109335,1-20,Kelly Smith,Zachary Johnson,Integrated Design,Inactive,Sole Source
109336,3-20,Lisa Walker,Amy Trevino,Survey - Legal,Inactive,Sole Source
109337,1-20,Kelly Smith,Sarah Roberson,Water & Wastewater,Inactive,Unknown
109338,1-20,Rachel Lawrence,James Flores,Land Development,Inactive,Sole Source
109339,1-20,Rachel Lawrence,James Flores,Land Development,Inactive,Sole Source
109340,5-10,Michelle George,Katrina Walsh,Urban Matters,Inactive,RFP
109341,1-40,Deborah Le,Gregory Newman,Infrastructure / Engineering,Active,Sole Source
109342,1-20,Melissa Martinez,Zachary Johnson,General Services,Inactive,Sole Source
109343,1-20,Calvin Buckley,Zachary Johnson,General Services,Active,Sole Source
109344,1-70,Sarah Baker,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109345,3-20,Lisa Walker,Michael Swanson,Survey - Legal,Inactive,Sole Source
109346,3-20,Lisa Walker,Michael Swanson,Survey - Legal,Inactive,Sole Source
109347,1-40,Caleb Mills,Carol Ferrell,Planning,Inactive,Sole Source
109348,1-20,Matthew Wong,Sarah Roberson,Strategic Services,Inactive,Unknown
109349,1-20,Matthew Wong,Sarah Roberson,Strategic Services,Inactive,Unknown
109350,1-40,Veronica Murphy,Carol Ferrell,Water & Wastewater,Inactive,Sole Source
109351,1-35,Ashley Stanley,Jessica Key,Planning,Inactive,RFP
109352,1-35,Ashley Stanley,Jessica Key,Planning,Inactive,RFP
109353,1-60,Darren Lewis,Todd Rogers,Water & Wastewater,Inactive,Sole Source
109354,1-10,Makayla Campbell,Katrina Walsh,Infrastructure / Engineering,Inactive,Sole Source
109355,1-60,Scott Molina MD,Dennis Francis,Water & Wastewater,Inactive,RFP
109356,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Sole Source
109357,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Sole Source
109358,1-40,Mackenzie Lopez,Yvette Henderson,Land Development,Inactive,Sole Source
109359,1-40,Nicolas Meyers,Carol Ferrell,Land Development,Inactive,Sole Source
109360,1-40,Brandon Hampton,Carol Ferrell,Land Development,Inactive,Sole Source
109361,1-40,Andrew Stevenson,Carol Ferrell,Planning,Active,Sole Source
109362,1-40,Andrew Stevenson,Carol Ferrell,Planning,Active,Sole Source
109363,1-40,Danielle Martinez,Denise Lane,Planning,Inactive,Sole Source
109364,1-35,Ashley Stanley,Jessica Hardy,Planning,Inactive,RFP
109365,1-40,Brandon Hampton,Carol Ferrell,Land Development,Inactive,Sole Source
109366,1-40,Brandon Hampton,Carol Ferrell,Land Development,Inactive,Sole Source
109367,1-60,Darren Lewis,Bruce Garcia,Water & Wastewater,Inactive,RFP
109368,1-30,Eric Barajas,Michael Vasquez,Stormwater,Inactive,Sole Source
109369,1-40,John Saunders,Gregory Cruz,Land Development,Active,Sole Source
109370,1-20,Kelly Smith,Mark Livingston,Water & Wastewater,Active,Sole Source
109371,1-10,Janice Smith,Tammie Jones,Transportation,Inactive,RFP
109372,3-20,Lisa Walker,Michael Swanson,Survey - Construction,Inactive,Sole Source
109373,1-40,Mackenzie Lopez,Gregory Newman,Land Development,Inactive,Sole Source
109374,3-20,Lisa Walker,Amy Trevino,Survey - Legal,Inactive,Sole Source
109375,3-20,Lisa Walker,Amy Trevino,Survey - Legal,Inactive,RFP
109376,3-20,Lisa Walker,Amy Trevino,Survey - Legal,Inactive,RFP
109377,1-20,Brandon Gonzalez,Sarah Roberson,Landscape Architecture,Inactive,Sole Source
109378,1-40,Kevin Nelson,Gregory Cruz,Land Development,Active,Sole Source
109379,1-40,Mackenzie Lopez,Gregory Cruz,Land Development,Active,Sole Source
109380,5-00,Katrina Walsh,Katrina Walsh,General Services,Active,Sole Source
109381,1-70,Jonathan Mckinney,Unknown,Unknown,Inactive,Unknown
109382,1-70,Jonathan Mckinney,Unknown,Unknown,Inactive,Unknown
109383,1-70,Kevin Mitchell,Unknown,Unknown,Inactive,Unknown
109384,1-00,Steven Garcia,Felicia Duncan,Information Technology,Inactive,Unknown
109385,1-70,Phillip Wallace,Unknown,Unknown,Dormant,Unknown
109386,1-00,Nathan Ford,Kim Robertson,Communication & Engagement,Active,Sole Source
109387,1-70,Trevor Everett,Unknown,Unknown,Dormant,Unknown
109388,1-70,Jonathan Mckinney,Joseph Johnson,Water & Wastewater,Inactive,Unknown
109389,1-70,Jonathan Mckinney,Unknown,Unknown,Dormant,Unknown
109390,1-70,Zachary Gray,Unknown,Unknown,Inactive,Unknown
109391,1-70,Cathy Brandt PhD,Unknown,Unknown,Inactive,Unknown
109392,1-70,Daniel Tran,Joseph Johnson,General Services,Inactive,Unknown
109393,1-70,April Estrada,Unknown,Unknown,Inactive,Unknown
109394,1-70,Christine Lynn,Unknown,Unknown,Dormant,Unknown
109395,1-10,Daniel Adams,Unknown,Unknown,Dormant,Unknown
109396,1-00,Christine Day,Felicia Duncan,Information Technology,Active,Sole Source
109397,1-70,Lisa Harris,Unknown,Unknown,Inactive,Unknown
109398,1-70,Daniel Tran,Unknown,Unknown,Inactive,Unknown
109399,1-70,Daniel Tran,Unknown,Unknown,Inactive,Unknown
109400,1-70,Michelle Navarro,Joseph Johnson,Environmental,Active,Sole Source
109401,1-70,Stephanie Hunt,Unknown,Unknown,Inactive,Unknown
109402,1-00,Bailey Carr,Marcia Haynes DDS,General Services,Inactive,Unknown
109403,1-70,Michelle Navarro,Joseph Johnson,Water & Wastewater,Inactive,Unknown
109404,1-70,Jonathan Mckinney,Joseph Johnson,Environmental,Inactive,Sole Source
109405,1-70,Jonathan Mckinney,Unknown,Unknown,Inactive,Unknown
109406,1-70,Eric Evans,Unknown,Unknown,Dormant,Unknown
109407,1-70,Eric Evans,Unknown,Unknown,Inactive,Unknown
109408,1-00,Charles Pierce,Joseph Johnson,General Services,Active,Sole Source
109409,1-70,Daniel Tran,Unknown,Unknown,Inactive,Unknown
109410,1-70,Carolyn Mcgee,Unknown,Unknown,Inactive,Unknown
109411,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Unknown
109412,1-70,Dennis Thompson,Unknown,Unknown,Inactive,Unknown
109413,1-70,Aaron Davis,Joseph Johnson,Water & Wastewater,Inactive,Unknown
109414,1-70,Lisa Harris,Joseph Johnson,Environmental,Inactive,Unknown
109415,1-70,Katherine Montoya,Unknown,Unknown,Inactive,Unknown
109416,1-70,Carolyn Mcgee,Unknown,Unknown,Inactive,Unknown
109417,1-70,Amber Willis DVM,Unknown,Unknown,Dormant,Unknown
109418,1-70,Sarah Baker,Unknown,Unknown,Inactive,Unknown
109419,5-10,Trevor George,Tanner Jones,Urban Matters,Inactive,Sole Source
109420,1-70,Jennifer Mora,Unknown,Unknown,Inactive,Unknown
109421,1-10,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
109422,1-70,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
109423,1-00,Kimberly Bauer DDS,Kimberly Bauer DDS,General Services,Active,Unknown
109424,1-00,Kimberly Bauer DDS,Kimberly Bauer DDS,General Services,Active,Unknown
109425,3-00,Evan Robinson,Timothy Herrera,General Services,Active,Unknown
109426,1-00,Dawn Haas,Christina Torres,General Services,Active,Sole Source
109427,1-10,Dawn Haas,Dawn Haas,General Services,Inactive,Sole Source
109428,1-30,Brandy Price,Brandy Price,Information Technology,Inactive,Sole Source
109429,1-70,Jonathan Sawyer,Unknown,Unknown,Inactive,Unknown
109430,1-70,Dr. Luis Butler,Joseph Johnson,Stormwater,Inactive,Sole Source
109431,1-70,Dr. Luis Butler,Joseph Johnson,Infrastructure / Engineering,Inactive,RFP
109432,1-40,Chelsea Ramos,Gregory Cruz,General Services,Active,Sole Source
109433,1-70,Kurt Schmitt,Joseph Johnson,General Services,Active,Sole Source
109434,1-70,Aaron Davis,Joseph Johnson,Water & Wastewater,Inactive,Unknown
109435,1-70,Aaron Davis,Joseph Johnson,General Services,Inactive,Unknown
109436,1-00,Steven Garcia,Steven Garcia,Information Technology,Dormant,Unknown
109437,1-15,Steven Garcia,Steven Garcia,Information Technology,Dormant,Unknown
109438,1-00,Randall Smith,Timothy Herrera,General Services,Active,Unknown
109439,1-70,Daniel Tran,Unknown,Unknown,Inactive,Unknown
109440,1-70,Daniel Tran,Unknown,Unknown,Inactive,Unknown
109441,1-70,Michelle Navarro,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109442,1-70,Aaron Davis,Joseph Johnson,Unknown,Inactive,Unknown
109443,1-70,Aaron Davis,Joseph Johnson,Water & Wastewater,Inactive,Unknown
109444,1-70,Sarah Baker,Unknown,Unknown,Dormant,Unknown
109445,1-70,Sarah Baker,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109446,1-70,Joseph Freeman,Unknown,Unknown,Inactive,Unknown
109447,1-70,Dr. Luis Butler,Joseph Johnson,Stormwater,Inactive,Sole Source
109448,3-20,Steven Garcia,Steven Garcia,Information Technology,Active,Sole Source
109449,1-80,Ian Jackson,Richard Hogan,Water & Wastewater,Inactive,Sole Source
109450,1-15,Brandy Price,Mary White,Information Technology,Active,Sole Source
109451,1-10,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
109452,1-40,Chelsea Ramos,Gregory Cruz,Land Development,Inactive,Sole Source
109453,1-70,Kevin Mitchell,Unknown,Unknown,Inactive,Unknown
109454,1-70,Matthew Fisher,Unknown,Unknown,Inactive,Unknown
109455,1-40,Jennifer Reynolds,Unknown,Unknown,Dormant,Unknown
109456,1-61,Steven Garcia,Steven Garcia,Information Technology,Inactive,Sole Source
109457,1-40,Melissa Maldonado,Unknown,Unknown,Inactive,Unknown
109458,1-10,Cathy Mora,Unknown,Unknown,Dormant,Unknown
109459,1-80,Matthew Murray,Ethan Dixon,General Services,Inactive,Sole Source
109460,1-10,Alan Martinez,Mary White,Stormwater,Inactive,RFP
109461,1-00,Scott Ramsey,Scott Ramsey,Communication & Engagement,Active,Unknown
109462,1-00,Scott Ramsey,Scott Ramsey,Communication & Engagement,Active,Sole Source
109463,1-00,Scott Ramsey,Scott Ramsey,Communication & Engagement,Active,Unknown
109464,1-10,Cynthia Benton,Amber Marshall,Transportation,Active,Sole Source
109465,1-70,Marc Page,Unknown,Unknown,Inactive,Unknown
109466,1-10,James Stewart,Tristan Hunter,Transportation,Inactive,Sole Source
109467,1-70,Morgan Boone,Joseph Johnson,Stormwater,Inactive,Sole Source
109468,1-60,Dale Kim,Unknown,Unknown,Inactive,Unknown
109469,1-00,Erika Huang,Mary White,General Services,Active,Sole Source
109470,1-80,Toni Anderson,Unknown,Unknown,Inactive,Unknown
109471,1-40,Chelsea Ramos,Carol Ferrell,Planning,Inactive,Sole Source
109472,1-40,Chelsea Ramos,Gregory Cruz,General Services,Inactive,Sole Source
109473,1-10,Samantha Barker,Kevin Rivera,Infrastructure / Engineering,Inactive,Unknown
109474,1-80,Ian Jackson,Ethan Dixon,Infrastructure / Engineering,Inactive,Sole Source
109475,3-00,Tamara Avila,Timothy Herrera,General Services,Active,Unknown
109476,3-00,Tamara Avila,Timothy Herrera,General Services,Active,Unknown
109477,1-00,Tamara Avila,Timothy Herrera,General Services,Active,Unknown
109478,1-70,Sarah Baker,Unknown,Unknown,Inactive,Unknown
109479,1-40,Steven Schroeder,Carol Ferrell,Infrastructure / Engineering,Inactive,Sole Source
109480,1-80,Toni Anderson,Unknown,Unknown,Inactive,Unknown
109481,1-10,Charles Anderson,Unknown,Unknown,Inactive,Unknown
109482,1-30,Steven Garcia,Steven Garcia,Information Technology,Inactive,Sole Source
109483,1-20,Steven Garcia,Steven Garcia,Information Technology,Active,Sole Source
109484,1-61,Kayla Williams,Richard Hogan,Economic Development,Inactive,Sole Source
109485,1-70,Sarah Baker,Unknown,Unknown,Inactive,Unknown
109486,1-80,Ernest Fuller,Ethan Dixon,Infrastructure / Engineering,Inactive,Sole Source
109487,1-70,Phillip Wallace,Joseph Johnson,Planning,Inactive,Unknown
109488,1-70,Jennifer Reynolds,Joseph Johnson,Unknown,Inactive,Unknown
109489,1-70,Phillip Wallace,Unknown,Unknown,Dormant,Unknown
109490,1-10,Cathy Mora,Unknown,Unknown,Inactive,Unknown
109491,1-10,Terry Sullivan,Kevin Rivera,General Services,Inactive,Unknown
109492,1-70,Michael Neal,Unknown,Unknown,Inactive,Unknown
109493,1-70,Kurt Schmitt,Joseph Johnson,Water & Wastewater,Inactive,RFP
109494,1-70,Kurt Schmitt,Joseph Johnson,General Services,Active,RFP
109495,1-80,Toni Anderson,Unknown,Unknown,Inactive,Unknown
109496,1-10,Christopher Williams,Katrina Walsh,Water & Wastewater,Inactive,Unknown
109497,1-40,John Mcgee,Unknown,Unknown,Inactive,Unknown
109498,1-70,Joseph Freeman,Unknown,Unknown,Inactive,Unknown
109499,1-70,Zoe Mcintyre,Jason Jackson,General Services,Active,Sole Source
109500,1-70,Zoe Mcintyre,Jason Jackson,Infrastructure / Engineering,Inactive,Sole Source
109501,1-00,Scott Ramsey,Scott Ramsey,Communication & Engagement,Active,Unknown
109502,1-00,Scott Ramsey,Scott Ramsey,Communication & Engagement,Active,Sole Source
109503,1-10,Zoe Mcintyre,Jacob Wells,Planning,Inactive,Sole Source
109504,1-70,Carolyn Mcgee,Kelly Parsons,General Services,Inactive,Unknown
109505,1-70,Carolyn Mcgee,Kelly Parsons,General Services,Inactive,Unknown
109506,1-70,Michael Neal,Unknown,Unknown,Inactive,Unknown
109507,1-70,Kurt Schmitt,Joseph Johnson,Infrastructure / Engineering,Active,Sole Source
109508,1-70,Aaron Davis,Unknown,Unknown,Inactive,Unknown
109509,1-70,Luke Rojas,Unknown,Unknown,Dormant,Unknown
109510,1-70,Robert Harris,Unknown,Unknown,Inactive,Unknown
109511,1-40,Melissa Maldonado,Unknown,Unknown,Inactive,Unknown
109512,1-40,Melissa Maldonado,Unknown,Unknown,Inactive,Unknown
109513,5-10,Michelle George,Katrina Walsh,Urban Matters,Inactive,Sole Source
109514,1-10,Cynthia Benton,Mary White,General Services,Inactive,Sole Source
109515,1-60,James Cooper,Unknown,Unknown,Dormant,Unknown
109516,1-70,Shannon Watson,Joseph Johnson,Infrastructure / Engineering,Inactive,Unknown
109517,1-70,James Meyers,Joseph Johnson,Water & Wastewater,Active,Sole Source
109518,1-80,Ian Jackson,Ethan Dixon,Infrastructure / Engineering,Inactive,Sole Source
109519,1-80,Patricia Wyatt,Ethan Dixon,Infrastructure / Engineering,Inactive,Sole Source
109520,1-10,Randall Smith,Tristan Hunter,Environmental,Inactive,Sole Source
109521,1-70,Jonathan Mckinney,Joseph Johnson,Water & Wastewater,Inactive,Sole Source
109522,1-40,Melissa Maldonado,Yvette Henderson,General Services,Inactive,Unknown
109523,1-10,Elizabeth Carr,Kyle Stephenson,Planning,Inactive,Sole Source
109524,1-10,Jean Smith,Unknown,Unknown,Inactive,Unknown
109525,1-70,Sarah Baker,Joseph Johnson,Water & Wastewater,Active,Sole Source
109526,1-10,Trevor George,Katrina Walsh,Communication & Engagement,Inactive,Sole Source
109527,1-70,Brandon Wiggins,Jason Jackson,Water & Wastewater,Inactive,RFP
109528,1-70,Jennifer Mora,Unknown,Unknown,Inactive,Unknown
109529,1-10,Charles Anderson,Unknown,Unknown,Inactive,Unknown
109530,3-40,Steven Garcia,Steven Garcia,Information Technology,Active,Sole Source
109531,1-10,Caitlin Acosta,Kevin Rivera,General Services,Inactive,Unknown
109532,1-55,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
109533,1-80,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
109534,3-20,Brandy Price,Brandy Price,Information Technology,Active,Sole Source
109535,1-60,Heather Miller,Todd Rogers,Asset Management,Inactive,Sole Source
109536,1-60,Mark Schwartz,Unknown,Unknown,Inactive,Unknown
109537,1-40,Chelsea Ramos,Carol Ferrell,Infrastructure / Engineering,Inactive,Sole Source
109538,1-40,Chelsea Ramos,Gregory Cruz,Land Development,Inactive,Sole Source
