employee_id,employee_name,hire_date,branch_id,coach,target_ratio,rate,status,termination_date,termination_reason,employee_type,labour_category,partner
12124,Ryan Wall,1992-09-01,1-00,Unknown,0,125,Terminated,2009-08-01,,Permanent - Salary,Administration Finance & HR,0
12125,Arthur Kim,2012-06-01,1-70,Christian Chan,0,110,Terminated,2012-08-01,,Permanent - Salary,Administration Finance & HR,0
12126,Victoria Lopez,,1-00,Unknown,0,-15,Terminated,2002-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12127,Mark Wallace,2013-04-01,1-40,Unknown,94,120,Terminated,2014-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12128,Craig Wilson,1993-05-01,1-40,Unknown,0,85,Terminated,1997-12-01,,Permanent - Salary,Engineering & Technical,0
12129,Alex Norris,2002-09-01,1-60,Unknown,0,150,Terminated,2004-11-01,,Permanent - Salary,Engineering & Technical,0
12130,Dalton Murphy,2008-05-01,1-40,Unknown,0,130,Terminated,2009-01-01,,Permanent - Salary,Engineering & Technical,0
12131,Scott Mercado,1996-04-01,1-10,Unknown,0,135,Terminated,1996-12-01,,Permanent - Salary,Engineering & Technical,0
12132,Gerald Morales,1996-09-01,1-70,Unknown,0,120,Terminated,1997-12-01,,Permanent - Salary,Engineering & Technical,0
12133,Carol Perez,2002-01-01,1-40,Unknown,0,40,Terminated,2002-12-01,,Permanent - Salary,Engineering & Technical,0
12134,Anthony Collins,1998-01-01,1-70,Unknown,0,60,Terminated,1996-12-01,,Permanent - Salary,Project Management & Consulting,0
12135,Christopher Glass,1999-02-01,1-70,Unknown,0,100,Terminated,2002-12-01,,Subcontractors,Project Management & Consulting,0
12136,Stefanie Lambert,2003-08-01,1-10,Kelli Stewart,0,110,Terminated,2006-05-01,,Permanent - Salary,Administration Finance & HR,0
12137,Vincent Price,1993-07-01,1-40,Unknown,0,125,Terminated,2000-11-01,,Permanent - Salary,Project Management & Consulting,0
12138,Laura Walker,2003-02-01,1-60,Unknown,0,65,Terminated,2003-08-01,,Permanent - Salary,Administration Finance & HR,0
12139,Daniel Jackson,2012-02-01,1-60,Joel Carroll,75,290,Terminated,2012-11-01,,Permanent - Salary,Planning,0
12140,Scott Mcgrath,1999-05-01,1-70,Unknown,0,80,Terminated,2000-11-01,,Permanent - Salary,Field Surveying & Geomatics,0
12141,Kevin Williams,2004-01-01,1-60,Francis Ford,0,240,Terminated,2009-07-01,,Permanent - Salary,Engineering & Technical,0
12142,Troy Harper,2008-09-01,1-60,Unknown,0,100,Terminated,2008-09-01,,Permanent - Salary,Engineering & Technical,0
12143,Craig Vasquez,1999-05-01,1-40,Unknown,0,55,Terminated,2000-11-01,,Permanent - Salary,Landscape Architecture,0
12144,Shelia Henson,1997-05-01,1-40,Unknown,0,35,Terminated,1997-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12145,Madison Harper,1999-05-01,1-10,Unknown,0,110,Terminated,2001-01-01,,Permanent - Salary,Engineering & Technical,0
12146,Larry Scott,2005-05-01,1-10,Kelli Stewart,0,160,Terminated,2009-06-01,,Permanent - Salary,Engineering & Technical,0
12147,Tanya Phelps,2008-02-01,1-20,Eugene Marshall,0,110,Terminated,2009-09-01,,Permanent - Salary,Administration Finance & HR,0
12148,Joshua Cain,1996-04-01,1-70,Unknown,0,110,Terminated,1996-12-01,,Permanent - Salary,Project Management & Consulting,0
12149,Thomas Rollins,2007-07-01,1-40,Unknown,0,165,Terminated,2007-07-01,,Permanent - Salary,Field Surveying & Geomatics,0
12150,Terry Riggs,2007-01-01,1-40,Unknown,0,230,Terminated,2009-11-01,,Permanent - Salary,Planning,0
12151,Michael Hunt,1992-06-01,1-60,Unknown,0,85,Terminated,1996-12-01,,Permanent - Salary,Engineering & Technical,0
12152,Sherry Mitchell,2008-05-01,1-70,Christian Chan,0,100,Terminated,2008-05-01,,Permanent - Salary,Engineering & Technical,0
12153,Jorge Martinez,2002-09-01,1-60,Unknown,0,50,Terminated,2002-12-01,,Permanent - Salary,Engineering & Technical,0
12154,Fred Clark,1997-07-01,1-40,Unknown,0,50,Terminated,1997-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12155,Roberto Paul,2011-05-01,1-40,Melinda Simmons,95,165,Terminated,2011-08-01,,Permanent - Salary,Planning,0
12156,Carl Burgess,2006-10-01,1-40,Unknown,0,270,Terminated,2008-02-01,,Permanent - Salary,Engineering & Technical,0
12157,Randy Beasley,2007-07-01,1-70,Christian Chan,0,35,Terminated,2007-07-01,,Permanent - Salary,Administration Finance & HR,0
12158,Kevin Warren,2001-05-01,1-60,Unknown,0,150,Terminated,2005-07-01,,Permanent - Salary,Engineering & Technical,0
12159,Monica Bryant,1995-06-01,1-60,Unknown,0,25,Terminated,1996-12-01,,Permanent - Salary,Engineering & Technical,0
12160,Allison Smith,1996-02-01,1-40,Unknown,0,20,Terminated,1996-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12161,Donald Reid,2008-05-01,1-10,Unknown,0,90,Terminated,2008-05-01,,Permanent - Salary,Engineering & Technical,0
12162,Jacqueline Hodge,2000-11-01,1-40,Unknown,0,30,Terminated,2001-02-01,,Permanent - Salary,Field Surveying & Geomatics,0
12163,Shannon Cole,2001-03-01,1-40,Unknown,0,75,Terminated,2001-04-01,,Permanent - Salary,Field Surveying & Geomatics,0
12164,Mary Ponce,2009-02-01,1-20,Eugene Marshall,0,270,Terminated,2009-10-01,,Permanent - Salary,Engineering & Technical,0
12165,Kenneth Olson,2008-01-01,1-60,Unknown,0,60,Terminated,2008-01-01,,Permanent - Salary,Engineering & Technical,0
12166,David Maldonado,1999-09-01,1-70,Unknown,0,45,Terminated,2000-11-01,,Permanent - Salary,Field Surveying & Geomatics,0
12167,Stephen Miller,1997-07-01,1-00,Unknown,0,20,Terminated,1997-12-01,,Permanent - Salary,Administration Finance & HR,0
12168,Stacie Smith,1994-05-01,1-70,Unknown,0,100,Terminated,2000-11-01,,Permanent - Salary,Landscape Architecture,0
12169,Nancy Higgins,1998-08-01,1-40,Unknown,0,55,Terminated,1998-09-01,,Permanent - Salary,Field Surveying & Geomatics,0
12170,Cynthia Joseph,2000-07-01,1-10,Unknown,0,30,Terminated,2000-11-01,,Permanent - Salary,Administration Finance & HR,0
12171,James Wilcox,2005-01-01,1-20,Alan Holmes,0,285,Terminated,2006-11-01,,Permanent - Salary,Engineering & Technical,0
12172,Phyllis White,2006-05-01,1-20,Sheryl Thomas,0,95,Terminated,2007-11-01,,Permanent - Salary,Planning,0
12173,Mrs. Megan Thomas,1989-09-01,1-60,Unknown,0,230,Terminated,2004-01-01,,Permanent - Salary,Engineering & Technical,0
12174,Alison Jones,2001-10-01,1-10,Kelli Stewart,0,145,Terminated,2005-04-01,,Permanent - Salary,Engineering & Technical,0
12175,Angela Hayden,2006-09-01,1-70,Christian Chan,0,100,Terminated,2006-09-01,,Permanent - Salary,Project Management & Consulting,0
12176,Michael Key,2005-03-01,1-40,Unknown,0,240,Terminated,2008-04-01,,Permanent - Salary,Engineering & Technical,0
12177,Meagan Cooper,2007-01-01,1-40,Unknown,0,280,Terminated,2008-02-01,,Permanent - Salary,Engineering & Technical,0
12178,Brandon Cooper,2003-06-01,1-10,Unknown,0,160,Terminated,2005-07-01,,Permanent - Salary,Engineering & Technical,0
12179,Deanna Henry,2006-01-01,1-20,Eugene Marshall,0,275,Terminated,2009-11-01,,Permanent - Salary,Project Management & Consulting,0
12180,Jason Wright,1993-02-01,1-70,Unknown,0,195,Terminated,2003-01-01,,Permanent - Salary,Project Management & Consulting,0
12181,Colin West,2007-05-01,1-70,Christian Chan,0,80,Terminated,2008-07-01,,Permanent - Salary,Landscape Architecture,0
12182,Bethany Williams,2006-09-01,1-40,Carol Jackson,0,220,Terminated,2006-11-01,,Permanent - Salary,Field Surveying & Geomatics,0
12183,Matthew Thompson,2007-04-01,1-10,Unknown,0,120,Terminated,2008-01-01,,Permanent - Salary,Administration Finance & HR,0
12184,Brittany Nguyen,2008-10-01,1-70,Unknown,0,90,Terminated,2009-10-01,,Permanent - Salary,Administration Finance & HR,0
12185,Henry Buck,1996-05-01,1-40,Unknown,0,35,Terminated,1997-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12186,Keith Wright,2008-06-01,1-60,Francis Ford,0,110,Terminated,2009-10-01,,Permanent - Salary,Engineering & Technical,0
12187,Darrell Simmons,2004-04-01,1-40,Carol Jackson,0,155,Terminated,2004-04-01,,Permanent - Salary,Engineering & Technical,0
12188,Matthew Mcguire,1995-10-01,1-70,Unknown,0,60,Terminated,1997-01-01,,Permanent - Salary,Administration Finance & HR,0
12189,Alyssa Smith,1997-09-01,1-10,Unknown,0,75,Terminated,2000-01-01,,Permanent - Salary,Project Management & Consulting,0
12190,Tyler King,2008-03-01,1-00,Unknown,0,90,Terminated,2008-10-01,,Permanent - Salary,Administration Finance & HR,0
12191,Amy Washington,2005-06-01,1-10,Unknown,0,105,Terminated,2007-08-01,,Permanent - Salary,Landscape Architecture,0
12192,Patricia Colon,1997-10-01,1-40,Unknown,0,65,Terminated,1997-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12193,Caroline Adams,2000-05-01,1-70,Unknown,0,10,Terminated,2000-11-01,,Permanent - Salary,Engineering & Technical,0
12194,William Moon,1999-09-01,1-40,Unknown,0,40,Terminated,2000-11-01,,Permanent - Salary,Field Surveying & Geomatics,0
12195,Edwin Floyd,2010-05-01,1-20,Unknown,0,140,Terminated,2010-05-01,,Permanent - Salary,Engineering & Technical,0
12196,Cindy Vasquez,2005-10-01,1-20,Eugene Marshall,0,220,Terminated,2009-09-01,,Permanent - Salary,Engineering & Technical,0
12197,Kent Willis,1997-05-01,1-40,Unknown,0,70,Terminated,1997-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12198,Anna Jackson,2008-05-01,1-60,Unknown,0,110,Terminated,2008-05-01,,Permanent - Salary,Engineering & Technical,0
12199,Tyler Green,2008-01-01,1-10,Kelli Stewart,0,160,Terminated,2009-12-01,,Permanent - Salary,Engineering & Technical,0
12200,Aaron Thompson,2007-09-01,1-20,Unknown,0,100,Terminated,2007-09-01,,Permanent - Salary,Project Management & Consulting,0
12201,Barbara Bell,2000-05-01,1-10,Unknown,0,15,Terminated,2002-12-01,,Permanent - Salary,Engineering & Technical,0
12202,Larry Brown,1996-09-01,1-10,Unknown,0,25,Terminated,1997-12-01,,Permanent - Salary,Administration Finance & HR,0
12203,Jay Gonzales,2001-08-01,1-60,Unknown,0,55,Terminated,2001-09-01,,Permanent - Salary,Administration Finance & HR,0
12204,Sharon Chapman,2002-05-01,1-00,Unknown,0,0,Terminated,2002-12-01,,Permanent - Salary,Communications IT & Design,0
12205,Ralph Williamson,2008-04-01,1-60,Unknown,0,70,Terminated,2008-04-01,,Permanent - Salary,Engineering & Technical,0
12206,Hector Harper,2007-12-01,1-00,Unknown,0,-10,Terminated,2007-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12207,Trevor Weaver,2003-05-01,1-80,Douglas Montgomery,0,160,Terminated,2003-11-01,,Permanent - Salary,Project Management & Consulting,0
12208,Karen Young,2002-03-01,1-80,Unknown,0,60,Terminated,2003-03-01,,Permanent - Salary,Administration Finance & HR,0
12209,Dr. Kevin Spencer PhD,1999-10-01,1-40,Unknown,0,35,Terminated,2000-11-01,,Permanent - Salary,Administration Finance & HR,0
12210,Jordan Hardy,1995-06-01,1-70,Unknown,0,80,Terminated,2000-11-01,,Permanent - Salary,Landscape Architecture,0
12211,Cameron Chang,2005-02-01,1-40,Carol Jackson,0,135,Terminated,2006-04-01,,Permanent - Salary,Engineering & Technical,0
12212,Cheyenne Brooks,2004-02-01,1-40,Carol Jackson,0,90,Terminated,2005-11-01,,Permanent - Salary,Administration Finance & HR,0
12213,Tina Russell,1998-03-01,1-70,Unknown,0,35,Terminated,2000-11-01,,Permanent - Salary,Administration Finance & HR,0
12214,Christopher Martin,1988-05-01,1-00,Unknown,0,190,Terminated,2002-12-01,,Permanent - Salary,Engineering & Technical,0
12215,Priscilla Morgan,1998-01-01,1-40,Unknown,0,55,Terminated,1998-09-01,,Permanent - Salary,Field Surveying & Geomatics,0
12216,Anne Cook,2004-05-01,1-40,Carol Jackson,0,185,Terminated,2004-07-01,,Permanent - Salary,Field Surveying & Geomatics,0
12217,Troy Adams,2006-03-01,1-40,Carol Jackson,0,195,Terminated,2007-09-01,,Permanent - Salary,Engineering & Technical,0
12218,Shawn Bryan,1996-08-01,1-60,Unknown,0,120,Terminated,2000-11-01,,Permanent - Salary,Landscape Architecture,0
12219,Elizabeth Wilson,1996-05-01,1-40,Unknown,0,75,Terminated,1998-09-01,,Permanent - Salary,Engineering & Technical,0
12220,Catherine Esparza,2000-03-01,1-70,Unknown,0,105,Terminated,2000-11-01,,Permanent - Salary,Engineering & Technical,0
12221,Ryan Clark,1998-11-01,1-40,Unknown,0,35,Terminated,2000-11-01,,Permanent - Salary,Field Surveying & Geomatics,0
12222,Matthew Stanley,2001-07-01,1-70,Unknown,0,95,Terminated,2001-08-01,,Permanent - Salary,Engineering & Technical,0
12223,Brandon Reyes,2003-10-01,1-60,Unknown,0,45,Terminated,2003-12-01,,Permanent - Salary,Administration Finance & HR,0
12224,Derek Powell,2008-06-01,1-60,Unknown,0,195,Terminated,2008-06-01,,Permanent - Salary,Engineering & Technical,0
12225,Erik Tucker,1995-06-01,1-80,Unknown,0,60,Terminated,2000-11-01,,Permanent - Salary,Administration Finance & HR,0
12226,Timothy Hall,2008-05-01,1-20,Meredith Jones,0,90,Terminated,2009-05-01,,Permanent - Salary,Administration Finance & HR,0
12227,Cody Ramos,2008-11-01,1-10,Unknown,0,150,Terminated,2008-11-01,,Permanent - Salary,Project Management & Consulting,0
12228,Brandon Krause,2012-06-01,1-10,Unknown,100,140,Terminated,2012-11-01,,Subcontractors,Project Management & Consulting,0
12229,Daniel Carlson,2007-06-01,1-40,Unknown,0,225,Terminated,2008-03-01,,Permanent - Salary,Engineering & Technical,0
12230,Justin Matthews,2008-04-01,1-60,Unknown,0,135,Terminated,2008-04-01,,Permanent - Salary,Administration Finance & HR,0
12231,Joseph Harrison,1996-10-01,1-40,Unknown,0,20,Terminated,1996-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12232,Richard Guzman,2006-06-01,1-60,Unknown,0,145,Terminated,2006-07-01,,Permanent - Salary,Engineering & Technical,0
12233,Kenneth French,2004-05-01,1-10,Kelli Stewart,0,100,Terminated,2004-08-01,,Permanent - Salary,Engineering & Technical,0
12234,Eric Frye,2000-02-01,1-10,Unknown,0,50,Terminated,2000-11-01,,Permanent - Salary,Engineering & Technical,0
12235,Richard Boone,1995-03-01,1-60,Unknown,0,140,Terminated,1996-12-01,,Permanent - Salary,Project Management & Consulting,0
12236,Kimberly Dunn,1994-05-01,1-10,Unknown,0,125,Terminated,2001-09-01,,Permanent - Salary,Engineering & Technical,0
12237,Megan Harper,2001-07-01,1-60,Unknown,0,45,Terminated,2001-08-01,,Permanent - Salary,Administration Finance & HR,0
12238,Michael Young,1998-11-01,1-00,Unknown,0,65,Terminated,2001-09-01,,Permanent - Salary,Administration Finance & HR,0
12239,Elizabeth Lopez,1996-11-01,1-40,Unknown,0,30,Terminated,1997-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12240,John Mcmillan,2008-01-01,1-10,Kelli Stewart,0,85,Terminated,2009-09-01,,Permanent - Salary,Administration Finance & HR,0
12241,Joseph Fletcher,2007-04-01,1-20,Sheryl Thomas,0,145,Terminated,2007-09-01,,Permanent - Salary,Engineering & Technical,0
12242,Sherry Hunt,1995-06-01,1-00,Unknown,0,-10,Terminated,1996-03-01,,Permanent - Salary,Administration Finance & HR,0
12243,Mr. Michael Huff,2003-02-01,1-70,Christian Chan,0,115,Terminated,2005-06-01,,Permanent - Salary,Engineering & Technical,0
12244,Lauren Marshall,2005-04-01,1-40,Carol Jackson,0,180,Terminated,2006-01-01,,Permanent - Salary,Planning,0
12245,Samuel Hamilton,2011-11-01,1-40,Cynthia Hanson,0,110,Terminated,2012-06-01,,Permanent - Salary,Administration Finance & HR,0
12246,Kylie Richard,1989-11-01,1-40,Unknown,0,320,Terminated,2002-12-01,,Subcontractors,Project Management & Consulting,0
12247,Molly Rojas,2009-03-01,1-40,Unknown,0,90,Terminated,2009-08-01,,Permanent - Salary,Administration Finance & HR,0
12248,William Bryant,2006-02-01,1-60,Unknown,0,140,Terminated,2006-09-01,,Permanent - Salary,Engineering & Technical,0
12249,Paige Daniels DDS,2004-12-01,1-70,Unknown,0,50,Terminated,2004-12-01,,Permanent - Salary,Administration Finance & HR,0
12250,Richard Fischer,2004-06-01,1-10,Kelli Stewart,0,100,Terminated,2005-10-01,,Permanent - Salary,Engineering & Technical,0
12251,Mark Burgess,2002-04-01,1-40,Carol Jackson,0,140,Terminated,2006-02-01,,Permanent - Salary,Engineering & Technical,0
12252,Jessica Wilson,2006-08-01,1-60,Unknown,0,185,Terminated,2009-04-01,,Permanent - Salary,Engineering & Technical,0
12253,Stephanie Ware,2000-02-01,1-10,Unknown,0,135,Terminated,2006-06-01,,Permanent - Salary,Engineering & Technical,0
12254,Catherine Guzman,2007-10-01,1-60,Unknown,0,85,Terminated,2007-10-01,,Permanent - Salary,Administration Finance & HR,0
12255,Tara Williams,2017-07-01,1-40,Unknown,95,140,Terminated,2017-09-01,,Temporary - Other Hourly,Project Management & Consulting,0
12256,Walter Diaz,2004-10-01,1-00,Tamara Avila,0,70,Terminated,2006-08-01,,Permanent - Salary,Administration Finance & HR,0
12257,John Kaiser,1998-03-01,1-70,Unknown,0,100,Terminated,1998-09-01,,Permanent - Salary,Engineering & Technical,0
12258,Jeremiah Hartman,2008-03-01,1-40,Unknown,0,150,Terminated,2008-03-01,,Permanent - Salary,Engineering & Technical,0
12259,Jacqueline Sanchez,2012-08-01,1-40,Ashley Liu,0,95,Terminated,2012-08-01,,Permanent - Salary,Field Surveying & Geomatics,0
12260,James Lewis,2007-05-01,1-40,Carol Jackson,0,135,Terminated,2008-08-01,,Permanent - Salary,Planning,0
12261,Rachel Small,2006-11-01,1-10,Kelli Stewart,0,360,Terminated,2010-03-01,,Permanent - Salary,Engineering & Technical,0
12262,Jessica Alexander,2007-01-01,1-60,Unknown,0,95,Terminated,2007-01-01,,Permanent - Salary,Engineering & Technical,0
12263,Mrs. Rachel Scott DVM,2008-07-01,1-70,Christian Chan,0,85,Terminated,2008-07-01,,Permanent - Salary,Administration Finance & HR,0
12264,Kevin Cunningham,2007-09-01,1-40,Unknown,0,150,Terminated,2007-09-01,,Permanent - Salary,Engineering & Technical,0
12265,Dakota Lewis,1995-05-01,1-80,Kimberly Bauer DDS,0,170,Terminated,2007-05-01,,Permanent - Salary,Engineering & Technical,0
12266,Jason Wolfe,2006-04-01,1-80,Unknown,0,105,Terminated,2006-04-01,,Permanent - Salary,Administration Finance & HR,0
12267,Janet Boyle,2012-06-01,1-10,Unknown,0,180,Terminated,2012-08-01,,Subcontractors,Field Surveying & Geomatics,0
12268,Christina Lawrence,2008-03-01,1-40,Unknown,0,110,Terminated,2008-03-01,,Permanent - Salary,Engineering & Technical,0
12269,Deanna Floyd,2003-07-01,1-60,Unknown,0,165,Terminated,2007-08-01,,Permanent - Salary,Engineering & Technical,0
12270,Brian Gregory,2009-03-01,1-00,Tamara Avila,0,70,Terminated,2009-08-01,,Permanent - Salary,Administration Finance & HR,0
12271,Emily Ramirez,2011-09-01,1-40,Cynthia Hanson,0,115,Terminated,2011-11-01,,Permanent - Salary,Administration Finance & HR,0
12272,Michael English,1994-03-01,1-10,Unknown,0,105,Terminated,2005-11-01,,Permanent - Salary,Engineering & Technical,0
12273,Allen Martinez,2010-01-01,1-60,Mark Schwartz,90,125,Terminated,2010-01-01,,Permanent - Salary,Engineering & Technical,0
12274,Alan Holmes,2006-09-01,1-20,Alan Holmes,0,100,Terminated,2007-03-01,,Permanent - Salary,Administration Finance & HR,0
12275,Karen Hodge,2006-03-01,1-40,Carol Jackson,0,105,Terminated,2006-06-01,,Permanent - Salary,Engineering & Technical,0
12276,Patrick Lewis,2002-06-01,1-40,Carol Jackson,0,145,Terminated,2007-03-01,,Permanent - Salary,Engineering & Technical,0
12277,James Cole,2001-01-01,1-00,Unknown,0,105,Terminated,2001-01-01,,Permanent - Salary,Administration Finance & HR,0
12278,Justin Lopez,,1-00,Unknown,0,-20,Terminated,2002-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12279,Richard Dorsey,1988-05-01,1-40,Unknown,76,510,Terminated,,,Subcontractors,Engineering & Technical,1
12280,Richard Price,2018-06-01,1-10,Tamara Avila,50,355,Terminated,,,Subcontractors,Project Management & Consulting,0
12281,Robert May,1998-07-01,1-40,Unknown,87,260,Terminated,2014-12-01,,Permanent - Salary,Field Surveying & Geomatics,0
12282,Mike Douglas,2012-09-01,1-10,Sabrina Haney,100,175,Terminated,2013-10-01,,Permanent - Salary,Project Management & Consulting,0
12283,Stacey Reid,2000-07-01,1-10,Ashley Bush DDS,65,370,Terminated,2014-02-01,,Subcontractors,Project Management & Consulting,0
12284,Douglas Brown,2009-09-01,1-10,James Cooper,40,405,Terminated,2015-07-01,,Subcontractors,Engineering & Technical,0
12285,Andrew Figueroa,2010-02-01,1-10,Douglas Brown,80,325,Terminated,,,Subcontractors,Engineering & Technical,0
12286,Kelsey Yates,2010-08-01,1-10,Unknown,0,175,Terminated,,,Subcontractors,Engineering & Technical,0
12287,Victoria Lane,2011-11-01,1-60,Melissa Hood,100,90,Terminated,2013-11-01,,Permanent - Salary,Engineering & Technical,0
12288,Tiffany Smith,2012-04-01,1-70,Unknown,0,205,Terminated,2014-05-01,,Permanent - Salary,Project Management & Consulting,0
12289,Chad Avila,2012-05-01,1-10,Elizabeth Carr,80,85,Terminated,2012-08-01,,Permanent - Salary,Engineering & Technical,0
12290,Patricia Jackson,2012-08-01,1-10,Cathy Mora,85,305,Terminated,,,Subcontractors,Engineering & Technical,0
12291,Ronald Norman,2012-11-01,1-20,Eugene Marshall,0,115,Terminated,2013-04-01,,Permanent - Salary,Administration Finance & HR,0
12292,Traci Martin,2012-11-01,1-70,Unknown,0,95,Terminated,2014-05-01,,Permanent - Salary,Administration Finance & HR,0
12293,Neil Berry,2013-01-01,1-60,Jonathan Tyler,90,145,Terminated,2013-08-01,,Permanent - Salary,Engineering & Technical,0
12294,Brandon Harrison,2013-01-01,1-20,Eugene Marshall,0,120,Terminated,2013-08-01,,Permanent - Salary,Administration Finance & HR,0
12295,Michael Daniel,2013-02-01,1-60,Steven Nguyen,90,125,Terminated,2013-06-01,,Permanent - Salary,Engineering & Technical,0
12296,Mary Baker,2013-04-01,1-15,Jon Miller,10,100,Terminated,2013-08-01,,Permanent - Salary,Administration Finance & HR,0
12297,Dustin Ramirez,2013-05-01,1-60,Cynthia Miller,90,90,Terminated,2013-12-01,,Permanent - Salary,Engineering & Technical,0
12298,Ashley Wade,2012-05-01,3-40,Patrick Mccarthy,0,235,Terminated,,,Permanent - Salary,Engineering & Technical,0
12299,Timothy Nguyen,2012-11-01,3-40,Patrick Mccarthy,0,440,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12300,Jennifer West,2013-05-01,1-20,Unknown,0,120,Terminated,2013-12-01,,Permanent - Salary,Engineering & Technical,0
12301,Juan Michael,2013-05-01,1-20,Unknown,0,110,Terminated,2013-08-01,,Permanent - Salary,Engineering & Technical,0
12302,Jamie Fuentes,2013-10-01,1-60,Mrs. Mary Brown,90,100,Terminated,2013-08-01,,Permanent - Salary,Planning,0
12303,Todd Warren Jr.,2013-05-01,1-60,Cheyenne Silva,90,85,Terminated,2013-08-01,,Permanent - Salary,Planning,0
12304,Philip Robinson,2013-05-01,1-20,Unknown,0,125,Terminated,2013-08-01,,Permanent - Salary,Planning,0
12305,Jennifer Foley,2013-05-01,1-10,Douglas Brown,80,80,Terminated,2013-12-01,,Permanent - Salary,Engineering & Technical,0
12306,Adriana Robinson,2013-06-01,1-10,Jerome Carney,85,140,Terminated,2013-08-01,,Permanent - Salary,Engineering & Technical,0
12307,Maria Jones,2014-07-01,1-40,Christopher Dean,60,110,Terminated,2017-06-01,,Temporary - Other Hourly,Administration Finance & HR,0
12308,Shane Barnes,2013-07-01,1-10,Kevin Rivera,0,60,Terminated,2014-08-01,,Permanent - Salary,Engineering & Technical,0
12309,Mark Riley,,3-20,Unknown,0,365,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12310,Christina Wolfe,,3-20,Unknown,0,310,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12311,Andrew Logan,,3-20,Unknown,0,315,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12312,Joshua Johnson,,3-20,Unknown,0,315,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12313,Steven Castro,,3-20,Unknown,0,210,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12314,Katelyn Hamilton,,3-20,Unknown,0,195,Terminated,,,Permanent - Salary,Engineering & Technical,0
12315,Jenna Mcdonald,,3-20,Unknown,0,295,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12316,Victoria Jones,2013-07-01,1-10,Tina Henderson,0,310,Terminated,,,Subcontractors,Project Management & Consulting,0
12317,Katherine Middleton,,3-20,Unknown,0,165,Terminated,,,Permanent - Salary,Engineering & Technical,0
12318,Michael Roberts,,3-20,Unknown,0,355,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12319,Lori Stephens,,3-20,Unknown,0,130,Terminated,,,Permanent - Salary,Administration Finance & HR,0
12320,Timothy Harris,,3-20,Unknown,0,265,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12321,Kathy Mendoza,2013-11-01,1-20,Rachel Jenkins,0,115,Terminated,2014-04-01,,Permanent - Salary,Administration Finance & HR,0
12322,Charles Stevens,,3-20,Unknown,0,435,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12323,Martin Meyer,2014-01-01,1-10,Cynthia Benton,80,125,Terminated,2014-08-01,,Permanent - Salary,Engineering & Technical,0
12324,Steven Johnson,2014-01-01,1-10,Lisa Gardner,80,85,Terminated,2014-08-01,,Permanent - Salary,Engineering & Technical,0
12325,Christina Bradley,,1-70,Unknown,0,275,Terminated,,,Subcontractors,Project Management & Consulting,0
12326,Kenneth Martinez,2014-01-01,1-60,Jonathan Tyler,90,140,Terminated,2014-08-01,,Permanent - Salary,Engineering & Technical,0
12327,Larry Benton,2014-01-01,1-60,Cynthia Miller,90,105,Terminated,2014-08-01,,Permanent - Salary,Engineering & Technical,0
12328,Joseph Davis,,3-20,Unknown,0,375,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12329,Timothy Hale,,3-20,Unknown,0,205,Terminated,,,Permanent - Salary,Engineering & Technical,0
12330,Alexis Cox,,3-20,Unknown,0,260,Terminated,,,Permanent - Salary,Engineering & Technical,0
12331,Lydia Mann,,3-20,Unknown,0,280,Terminated,,,Permanent - Salary,Engineering & Technical,0
12332,Elizabeth Graham,,3-20,Unknown,0,550,Terminated,,,Permanent - Salary,Field Surveying & Geomatics,0
12333,Joann Klein,,3-20,Unknown,0,135,Terminated,,,Permanent - Salary,Administration Finance & HR,0
12334,Katelyn Thompson,2014-05-01,1-60,Cheyenne Silva,90,100,Terminated,2014-08-01,,Permanent - Salary,Planning,0
12335,Ricardo Harrison,,1-10,Richard Williams,0,10,Terminated,,,Permanent - Salary,Project Management & Consulting,0
12336,Dawn Brewer MD,,1-20,Rachel Lawrence,0,170,Terminated,2015-10-01,,Subcontractors,Project Management & Consulting,0
12337,Molly Fuentes,2014-05-01,1-10,Andrea Ramirez,80,130,Terminated,2014-08-01,,Permanent - Salary,Engineering & Technical,0
